,year,type,country,age,species_,month,gender,dead
1363,1959.0,Unprovoked,south africa,18,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",Jan,M,N
1364,1958.0,Unprovoked,usa,15,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",Dec,M,Y
1365,1958.0,Unprovoked,american samoa,22,Tiger shark,Dec,M,Y
1366,1958.0,Unprovoked,australia,21,12' shark,Nov,M,Y
1367,1958.0,Unprovoked,bahamas,42,200-lb shark,Sep,M,N
1368,1958.0,Unprovoked,usa,12,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,M,N
1369,1958.0,Unprovoked,usa,8,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",Jul,M,N
1370,1958.0,Sea Disaster,pacific ocean,31,Sharks averaged 1.8 m [6'] in length,Jul,M,N
1371,1958.0,Provoked,usa,20,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",Jul,M,N
1372,1958.0,Unprovoked,bahamas,36,"Tiger shark, <2 m TL",Jul,M,N
1373,1958.0,Provoked,usa,59,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",Jun,M,N
1374,1958.0,Unprovoked,usa,17,Tiger shark?,Jun,M,N
1375,1958.0,Unprovoked,taiwan,29,"Mako shark, 100-kg [221-lb] ",Apr,M,N
1376,1958.0,Unprovoked,south africa,28,3 m [10'] shark,Apr,F,Y
1377,1958.0,Unprovoked,south africa,29,3 m [10'] shark,Apr,M,Y
1378,1958.0,Unprovoked,australia,14,6' shark,Jan,M,N
1379,1957.0,Unprovoked,south africa,14,1.8 m [6'] shark,Dec,F,N
1380,1957.0,Unprovoked,south africa,23,>3 m [10'] shark,Dec,M,Y
1381,1957.0,Unprovoked,usa,57,White shark,Jul,M,Y
1382,1957.0,Unprovoked,australia,28,4.6 m [15'] shark,May,M,N
1383,1957.0,Unprovoked,usa,25,White shark,Apr,M,Y
1384,1957.0,Provoked,usa,17,4 m [13'] shark,Apr,M,N
1385,1957.0,Unprovoked,australia,22,Shark seen feeding on turtle scraps thrown overboard prior to incident.,Apr,M,N
1386,1956.0,Unprovoked,papua new guinea,19,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,Dec,M,Y
1387,1956.0,Unprovoked,senegal,19,Lemon shark,Oct,M,N
1388,1956.0,Unprovoked,usa,10,"White shark, 2.7 m [9'] ",Aug,M,N
1389,1956.0,Unprovoked,australia,26,3.7 m [12'] shark & may have been another shark nearby,Mar,M,Y
1390,1956.0,Unprovoked,australia,15,1.8 m [6'] shark,Feb,M,Y
1391,1955.0,Unprovoked,papua new guinea,8,Wobbegong shark,Nov,M,N
1392,1955.0,Unprovoked,american samoa,28,Blue shark,Aug,M,Y
1393,1955.0,Unprovoked,usa,19,"White shark, 5 m to 6 m [16.5' to 20] ",Feb,M,N
1394,1955.0,Unprovoked,australia,25,3.6 m  white shark  (or bronze whaler),Feb,M,Y
1395,1955.0,Unprovoked,australia,13,"Bronze whaler shark,3.7 m [12'] ",Jan,M,Y
1396,1954.0,Unprovoked,australia,30,2.4 m [8']  shark,Jun,M,N
1397,1954.0,Unprovoked,argentina,18,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Jan,M,N
1398,1954.0,Unprovoked,papua new guinea,26,14' shark,Jan,M,N
1399,1953.0,Invalid,mexico,19,Invalid,Aug,M,
1400,1953.0,Unprovoked,usa,15,3 m [10'] shark seen in vicinity,Jul,M,Y
1401,1953.0,Unprovoked,australia,25,Wobbegong shark,Feb,M,N
1402,1952.0,Unprovoked,australia,25,2.4 m [8'] shark,Dec,M,N
1403,1952.0,Unprovoked,usa,17,"White shark,4.6 m [15'] ",Dec,M,Y
1404,1951.0,Unprovoked,australia,21,2.4 m [8']  shark,Dec,M,Y
1405,1951.0,Unprovoked,south africa,23,"White shark, 1.8 m [6'] ",Nov,M,N
1406,1951.0,Unprovoked,south africa,24,"White shark, 2.4 m [8'] ",Nov,M,N
1407,1951.0,Provoked,australia,23,"Wobbegong shark, 4'",Mar,M,N
1408,1951.0,Unprovoked,south africa,31,136-kg [300-lb] shark,Feb,M,N
1409,1950.0,Unprovoked,australia,21,"White shark, 3m, seen in area and hooked 3 days later",Nov,M,N
1410,1950.0,Unprovoked,usa,31,White shark,Oct,M,N
1411,1950.0,Unprovoked,australia,25,4' shark,Oct,M,N
1412,1950.0,Provoked,el salvador,27,"1,100-lb shark",Aug,M,N
1413,1950.0,Unprovoked,south africa,14,"White shark, 3.7 m [12']  according to witnesses",Feb,M,Y
1414,1950.0,Unprovoked,indonesia,7 or 8,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",Summer,M,Y
1415,1949.0,Unprovoked,australia,36,6' shark,Nov,M,N
1416,1949.0,Unprovoked,australia,13,"3.3 m [10'9""] shark",Apr,M,Y
1417,1949.0,Unprovoked,australia,20,"White shark, 3.6 m [11'9""] ",Jan,M,Y
1418,1949.0,Invalid,australia,32,Invalid,Jan,M,
1419,1948.0,Unprovoked,greece,17,Said to be 6.4 m [21'] shark,Sep,M,Y
1420,1948.0,Provoked,usa,48,Nurse shark,Summer,M,N
1421,1947.0,Unprovoked,australia,9,Grey nurse shark,Dec,M,N
1422,1947.0,Unprovoked,usa,20,Possibly C. leucas,Aug,M,Y
1423,1947.0,Unprovoked,south africa,21,"1.5 m, 45-kg shark",Apr,M,N
1424,1947.0,Unprovoked,south africa,22,"Blacktip shark, 2 m [6.75'] ",Mar,M,N
1425,1947.0,Unprovoked,south africa,18,>1.6 m shark,Jan,M,N
1426,1946.0,Unprovoked,australia,30,4.3 m [14'] shark,Aug,M,Y
1427,1946.0,Unprovoked,australia,18,"White shark, 4.2 m [13'9""] ",Feb,M,N
1428,1946.0,Unprovoked,south africa,18,1.5 m [5'] shark,Jan,M,N
1429,1945.0,Unprovoked,south africa,37,Thought to involve a Zambesi shark,Mar,M,N
1430,1945.0,Unprovoked,iraq,15,Bull shark,,M,N
1431,1944.0,Unprovoked,south africa,17,"White shark, according to witnesses",Jul,M,Y
1432,1943.0,Unprovoked,panama,20,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",Sep,M,Y
1433,1943.0,Invalid,mexico,68,Invalid,Jul,M,
1434,1942.0,Unprovoked,australia,15,Bull shark,Dec,F,Y
1435,1942.0,Unprovoked,south africa,18,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",Nov,M,Y
1436,1942.0,Unprovoked,australia,24,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Sep,M,N
1437,1942.0,Unprovoked,australia,28,"Bull shark, 4 m [13'] ",Jan,F,Y
1438,1942.0,Unprovoked,bahamas,48,1.2 m to 1.5 m [4' to 5'] shark,,M,N
1439,1941.0,Provoked,usa,43,2.1 m [7'] shark,Jun,M,N
1440,1941.0,Provoked,usa,53,Mako shark (aka bonito shark) 1.2 m [4'] ,Mar,M,N
1441,1940.0,Unprovoked,south africa,25,"White shark, species identity confirmed by tooth pattern",Mar,M,Y
1442,1940.0,Unprovoked,south africa,17,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",Feb,M,Y
1443,1940.0,Unprovoked,australia,13,3 m [10'] shark,Jan,M,Y
1444,1940.0,Unprovoked,south africa,18,2.4 m [8'] shark,Jan,M,Y
1445,1939.0,Unprovoked,australia,20,2.6 m [8.5'] shark landed 2 hours later,Dec,M,Y
1446,1939.0,Provoked,bahamas,38,"Nurse shark, 2.1 m [7']",Jul,M,N
1447,1938.0,Provoked,australia,18,"Tiger shark, 6'",Oct,M,N
1448,1938.0,Unprovoked,iraq,9 or 10,Bull shark,May,M,N
1449,1938.0,Invalid,australia,24,Questionable incident,Jan,M,
1450,1937.0,Unprovoked,australia,25,Tiger shark,Oct,M,Y
1451,1937.0,Unprovoked,australia,18,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Oct,M,Y
1452,1937.0,Unprovoked,australia,38,"Tiger shark, 9' to 10' ",Aug,M,N
1453,1937.0,Unprovoked,australia,33,2 days later a 600-lb shark was caught 100 yards from the site,May,M,Y
1454,1937.0,Unprovoked,australia,32,White shark,Feb,M,Y
1455,1936.0,Unprovoked,usa,16,White shark (identified by Dr. Hugh Smith) ,Jul,M,Y
1456,1936.0,Unprovoked,australia,16,"Tiger shark, 4.6 m [15'] ",Apr,M,N
1457,1936.0,Unprovoked,australia,14,White shark,Feb,M,Y
1458,1936.0,Unprovoked,australia,13,White shark,Jan,M,Y
1459,1935.0,Unprovoked,australia,38,3.7 m [12'] shark,Aug,M,Y
1460,1935.0,Unprovoked,australia,27,"White shark, 4 m [13'] ",Mar,M,Y
1461,1935.0,Unprovoked,australia,22,"White shark, 3.5 m to 4 m [11.5' to 13'] ",Mar,M,Y
1462,1934.0,Unprovoked,australia,13,"Tiger shark, 1.5 m [5'] ",Dec,F,N
1463,1934.0,Unprovoked,australia,15,4.3 m [14'] shark seen in vicinity,Apr,M,Y
1464,1934.0,Unprovoked,australia,17,4 m [13'] shark seen in vicinity,Mar,M,Y
1465,1934.0,Unprovoked,australia,22,4.3 m [14'] shark seen in area previous week,Jan,M,N
1466,1932.0,Unprovoked,australia,24,Thought to involve a mako or grey nurse shark,Oct,M,N
1467,1932.0,Unprovoked,south africa,23,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",,M,N
1468,1931.0,Invalid,australia,39,Shark involvement prior to death unconfirmed,Feb,M,
1469,1931.0,Unprovoked,australia,18,1.5 m [5'] shark,Jan,M,N
1470,1930.0,Unprovoked,australia,18,White shark 4.9 m [16'] ,Feb,M,Y
1471,1930.0,Unprovoked,south africa,23,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",Jan,M,N
1472,1929.0,Provoked,australia,19,"Grey nurse shark, 4' ",Apr,M,N
1473,1929.0,Unprovoked,australia,39,Galapagos shark,Feb,M,Y
1474,1929.0,Unprovoked,australia,14,12' shark,Jan,M,Y
1475,1928.0,Unprovoked,panama,17,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,Nov,M,Y
1476,1928.0,Unprovoked,australia,15,4' shark,Apr,M,N
1477,1928.0,Unprovoked,south africa,18,1.2 m [4'] shark,Jan,M,N
1478,1927.0,Unprovoked,south africa,17,"White shark, 4.4 m [14.5'] . ",Dec,M,Y
1479,1927.0,Unprovoked,australia,17,Grey nurse shark?,Mar,M,N
1480,1927.0,Unprovoked,australia,15,3.7 m [12'] shark,Jan,M,Y
1481,1926.0,Unprovoked,australia,17,"Grey nurse shark, 4'",Oct,M,N
1482,1926.0,Unprovoked,italy,20,Said to involve 6 to 7 m [20' to 23'] white shark,Jul,M,Y
1483,1926.0,Unprovoked,usa,15,1.5 m [5'] white shark or sevengill shark,Jul,M,N
1484,1925.0,Unprovoked,australia,55,"Tiger shark, 4 m [13'] female",Nov,M,Y
1485,1925.0,Unprovoked,australia,16,Said to be a small shark,Mar,M,N
1486,1924.0,Unprovoked,australia,16,3 m [10'] shark,Jan,M,Y
1487,1922.0,Unprovoked,australia,19,"2.7 m [9'] ""blue"" shark",Dec,M,Y
1488,1922.0,Unprovoked,jamaica,19,6' shark,May,M,Y
1489,1922.0,Unprovoked,south africa,18,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",May,M,N
1490,1922.0,Unprovoked,australia,21,"White shark, 2.4 m [8'] ",Mar,M,Y
1491,1922.0,Unprovoked,australia,18,White shark,Feb,M,Y
1492,1919.0,Unprovoked,australia,13,12' shark,Jan,M,Y
1493,1916.0,Unprovoked,usa,24,Thought to involve a 2.6 m [8.5'] white shark,Jul,M,Y
1494,1912.0,Unprovoked,australia,21,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",Jan,M,Y
1495,1906.0,Unprovoked,south africa,30,1.8 m to 2.7 m [6' to 9'] shark,Jan,M,Y
1496,1905.0,Unprovoked,australia,40,5' shark,Mar,M,N
1497,1901.0,Unprovoked,south africa,29,White shark,Jul,M,Y
1498,1894.0,Unprovoked,australia,19,10' to 12' shark,Nov,M,N
1499,1892.0,Provoked,australia,21,12' shark,Mar,M,N
1500,1880.0,Unprovoked,australia,12,Bull shark,Nov,M,Y
1501,1868.0,Unprovoked,india,35,Identified as C. gangeticus by Dr. J. Fayrer,May,M,Y
1502,1800.0,Unprovoked,seychelles,,,,F,Y
1503,1797.0,Unprovoked,nan,,,Reported,,Y
1504,1792.0,Provoked,england,,,Sep,M,Y
1505,1791.0,Unprovoked,australia,,,,F,Y
1506,1788.0,Boat,australia,,,May,,N
1507,1787.0,Unprovoked,nan,,,Jul,M,Y
1508,1786.0,Unprovoked,barbados,,,Reported,M,Y
1509,1785.0,Unprovoked,england,,Tiger shark?,Reported,M,Y
1510,1784.0,Unprovoked,jamaica,,,Dec,M,Y
1511,1783.0,Sea Disaster,martinique,,,Mar,M,Y
1512,1780.0,Unprovoked,usa,,,Aug,M,Y
1513,1779.0,Unprovoked,usa,young,,,M,Y
1514,1776.0,Unprovoked,guinea,,,Reported,M,Y
1515,1776.0,Boat,greenland,,White sharks,,,Y
1516,1771.0,Unprovoked,usa,,,Reported,M,Y
1517,1767.0,Invalid,france,,Description of shark does not ring true,,M,
1518,1764.0,Unprovoked,spain,,,,M,Y
1519,1758.0,Unprovoked,mediterranean sea,,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long.",,M,N
1520,1753.0,Unprovoked,jamaica,,,Reported,M,Y
1521,1751.0,Unprovoked,usa,,,Jul,M,Y
1522,1749.0,Unprovoked,cuba,14,,,M,N
1523,1755.0,Unprovoked,sweden,,,,M,
1524,1748.0,Unprovoked,panama,,,,M,Y
1525,1742.0,Unprovoked,nan,,,Dec,M,Y
1526,1738.0,Unprovoked,italy,,,Reported,M,Y
1527,1733.0,Invalid,iceland,,Shark involvement prior to death unconfirmed,,,
1528,1723.0,Unprovoked,roatan,,,,M,
1529,1721.0,Unprovoked,italy,,"White shark, 1600-lb female ",June,M,Y
1530,1703.0,Unprovoked,barbados,19,,Mar,M,N
1531,1700.0,Unprovoked,france,,,,M,Y
1532,1700.0,Unprovoked,france,,White shark,,M,N
1533,1700.0,Unprovoked,barbados,,,,M,Y
1534,1642.0,Invalid,guinea,,Questionable,Late,M,
1535,1638.0,Unprovoked,nan,,,Reported,M,
1536,1637.0,Unprovoked,india,,,Reported,,
1537,1617.0,Unprovoked,india,,,Reported,,
1538,1642.0,Unprovoked,usa,,,,M,Y
1539,1595.0,Unprovoked,india,,,,M,
1540,1580.0,Unprovoked,between portugal & india,,,Letter,M,Y
1541,1555.0,Unprovoked,nan,,,,M,
1542,1554.0,Unprovoked,france,,Possibly white sharks,Ca,M,
1543,1543.0,Unprovoked,venezuela,,,Ca,M,Y
1544,500.0,Unprovoked,mexico,,,Circa,M,N
1545,77.0,Unprovoked,nan,,,,M,Y
1546,5.0,Unprovoked,australia,,,Ca,M,N
1547,0.0,Unprovoked,nan,,,Ca,M,Y
1548,0.0,Unprovoked,greece,,,Ca,M,Y
1549,0.0,Sea Disaster,greece,,,,M,Y
1550,0.0,Sea Disaster,italy,,,Ca,M,Y
1551,0.0,Unprovoked,canada,,,Before,M,N
1552,0.0,Unprovoked,kenya,,,,M,N
1553,0.0,Unprovoked,kenya,,,Before,M,Y
1554,0.0,Unprovoked,panama,20,,Before,M,Y
1555,0.0,Unprovoked,uruguay,,,Before,,N
1556,0.0,Unprovoked,uruguay,,,Before,M,Y
1557,0.0,Unprovoked,usa,,,,M,N
1558,0.0,Unprovoked,papua new guinea,,,Before,M,Y
1559,0.0,Unprovoked,australia,15,,,F,N
1560,0.0,Unprovoked,australia,,,Before,M,Y
1561,0.0,Unprovoked,usa,," Galapagos shark, 6'",Before,M,N
1562,0.0,Unprovoked,bermuda,,,Before,M,Y
1563,0.0,Unprovoked,greece,,,Between,F,Y
1564,0.0,Unprovoked,usa,,Basking shark,Before,M,Y
1565,0.0,Provoked,india,,,Before,M,N
1566,0.0,Unprovoked,lebanon,,,Before,M,N
1567,0.0,Unprovoked,spain,,,Before,,N
1568,0.0,Unprovoked,sudan,,,Before,F,N
1569,0.0,Provoked,nan,,,Before,M,N
1570,0.0,Unprovoked,usa,21,"Blacktip shark, 5'",Before,F,N
1571,0.0,Unprovoked,usa,,,Beforer,M,N
1572,0.0,Unprovoked,djibouti,,,Before,,Y
1573,0.0,Unprovoked,libya,,,,M,Y
1574,0.0,Unprovoked,australia,,,Before,M,N
1575,0.0,Unprovoked,new zealand,,,Before,M,Y
1576,0.0,Unprovoked,nan,,,Before,F,N
1577,0.0,Unprovoked,vietnam,,,Before,M,N
1578,0.0,Unprovoked,sri lanka,,,Before,M,N
1579,0.0,Unprovoked,venezuela,,said to involve 2.5 m hammerhead sharks,No,M,Y
1580,0.0,Unprovoked,usa,,,Before,M,N
1581,0.0,Unprovoked,greece,,,Before,M,Y
1582,0.0,Boat,mozambique,,Whale shark,Before,,N
1583,0.0,Unprovoked,south africa,,,Before,M,Y
1584,0.0,Unprovoked,australia,,Tiger shark,,M,N
1585,0.0,Unprovoked,bahrein,,Tiger shark,No,M,Y
1586,0.0,Unprovoked,bahamas,,1.8 m [6'] shark,,M,N
1587,0.0,Unprovoked,usa,,,No,M,N
1588,0.0,Unprovoked,reunion,,,No,M,N
1589,0.0,Unprovoked,solomon islands,,,Before,M,N
1590,0.0,Unprovoked,korea,,,No,F,Y
1591,0.0,Unprovoked,french polynesia,,,No,M,N
1592,0.0,Unprovoked,sudan,,Silvertip shark,Before,M,N
1593,0.0,Unprovoked,vanuatu,,,No,F,Y
1594,0.0,Provoked,vanuatu,,A large hammerhead shark,No,M,N
1595,0.0,Unprovoked,iran,,Bull shark,No,M,N
1596,0.0,Provoked,usa,19,"Nurse shark, 2.1 m [7'] ",No,M,N
1597,0.0,Invalid,papua new guinea,,Questionable,No,M,Y
1598,0.0,Unprovoked,red sea?,,,No,F,N
1599,0.0,Unprovoked,south africa,,,No,M,Y
1600,0.0,Unprovoked,usa,,"Shovelnose guitarfish, adult male ",No,M,N
1601,0.0,Unprovoked,greece,,,No,F,Y
1602,0.0,Invalid,usa,,Invalid,No,M,
1603,0.0,Unprovoked,usa,,,No,M,Y
1604,0.0,Unprovoked,mediterranean sea,,,No,M,Y
1605,0.0,Unprovoked,australia,,0.9 m [3'] shark,No,M,N
1606,0.0,Unprovoked,australia,,,No,M,N
1607,0.0,Unprovoked,singapore,,,No,,N
1608,0.0,Unprovoked,fiji,27,1.8 m [6'] shark,Before,M,N
1609,0.0,Unprovoked,mozambique,36,"""A pack of sharks""",Before,M,N
1610,0.0,Unprovoked,seychelles,,Tiger shark,Before,M,Y
1611,0.0,Unprovoked,iraq,25,,,M,N
1612,0.0,Unprovoked,iraq,6,Bull shark,,M,N
1613,0.0,Unprovoked,iraq,16,Bull shark,,M,N
1614,0.0,Unprovoked,bahamas,,"White shark, 7' to 8'",Before,M,N
1615,0.0,Unprovoked,usa,,"White shark, 1,900-lb ",Before,F,N
1616,0.0,Unprovoked,bermuda,,,Before,M,N
1617,0.0,Unprovoked,fiji,,,Before,F,N
1618,0.0,Unprovoked,madagascar,,,Before,M,Y
1620,0.0,Provoked,bahamas,,"Nurse shark, 2.1 m [7']",Before,M,N
1621,0.0,Unprovoked,indonesia,,,Before,M,Y
1622,0.0,Unprovoked,india,,,Before,M,Y
1623,0.0,Unprovoked,nicaragua,,"Bull shark caught, leg recovered & buried beside the man's body",Before,M,Y
1624,0.0,Provoked,cuba,50,,Before,M,Y
1625,0.0,Unprovoked,marshall islands,,,Before,M,N
1626,0.0,Unprovoked,kiribati,,,Before,M,N
1627,0.0,Unprovoked,north pacific ocean,,,Before,M,N
1628,0.0,Unprovoked,kiribati,,,Before,M,Y
1629,0.0,Sea Disaster,nan,,1.2 m [4'] shark,,,Y
1630,0.0,Unprovoked,solomon islands,,,During,M,N
1632,0.0,Unprovoked,iran,,,Said,M,Y
1633,0.0,Unprovoked,iran,,,,M,Y
1635,0.0,Unprovoked,iraq,13 or 14,Bull shark,,M,Y
1636,0.0,Unprovoked,saudi arabia,,"""a black-tipped shark""",,M,Y
1637,0.0,Unprovoked,saudi arabia,,6' shark,,M,N
1638,0.0,Unprovoked,saudi arabia,,,,M,N
1639,0.0,Sea Disaster,pacific ocean,,,,M,Y
1640,0.0,Provoked,burma,,,Before,M,N
1641,0.0,Sea Disaster,papua new guinea,,,World,M,N
1643,0.0,Unprovoked,burma,,,Before,M,Y
1644,0.0,Boat,italy,,White shark,,M,N
1645,0.0,Unprovoked,greece,,,No,M,N
1646,0.0,Unprovoked,belize,16,12' tiger shark,Early,M,Y
1647,0.0,Unprovoked,australia,,,Before,M,
1648,0.0,Unprovoked,reunion,,,Between,,Y
1649,0.0,Unprovoked,south africa,,,No,F,N
1652,0.0,Unprovoked,australia,,,,M,Y
1657,0.0,Unprovoked,fiji,,,Before,,Y
1661,0.0,Unprovoked,asia?,,,Before,M,N
1662,0.0,Unprovoked,usa,,,Circa,F,N
1663,0.0,Unprovoked,australia,,Blue pointer,Before,M,Y
1665,0.0,Unprovoked,australia,,Blue pointers,Before,M,Y
1666,0.0,Unprovoked,australia,,Said to involve a grey nurse shark that leapt out of the water and  seized the boy but species identification is questionable,Before,M,Y
1669,0.0,Unprovoked,usa,,,,M,Y
1670,0.0,Unprovoked,panama,,,,M,Y
1671,0.0,Unprovoked,ceylon (sri lanka),15,,,M,Y
