,year,type,country,age,species_,month,gender,dead
722,2002.0,Unprovoked,usa,35,"Tiger shark, 1.8 m [6'] ",Jan,M,N
723,2001.0,Unprovoked,australia,20,Bronze whaler shark?,Oct,F,N
724,2001.0,Unprovoked,mexico,26,"Tiger shark, 1.8 m [6']",Sep,M,N
725,2001.0,Provoked,usa,21,4' shark,Sep,M,N
726,2001.0,Invalid,usa,42,Questionable incident - shark bite may have precipitated drowning,Sep,M,Y
727,2001.0,Unprovoked,usa,6½,2' to 3.5' shark,Sep,M,N
728,2001.0,Unprovoked,usa,28,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,M,Y
729,2001.0,Unprovoked,usa,23,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,F,N
730,2001.0,Unprovoked,usa,20,1.5 m [5'] shark,Sep,M,N
731,2001.0,Unprovoked,usa,10,bull shark,Sep,M,Y
732,2001.0,Unprovoked,bahamas,44,3 m [10'] bull shark,Aug,M,N
733,2001.0,Unprovoked,usa,17,a small shark,Aug,M,N
734,2001.0,Unprovoked,usa,20,Possibly  a blacktip or spinner shark,Aug,M,N
735,2001.0,Unprovoked,usa,19,"3' shark, possibly  a blacktip or spinner shark",Aug,M,N
736,2001.0,Unprovoked,usa,19,"Blacktip shark, 5' to 6' ",Aug,M,N
737,2001.0,Unprovoked,bahamas,43,1.9 m [6.5'] bull shark,Aug,M,N
738,2001.0,Unprovoked,usa,18,0.9 m  [3'] shark,Jul,M,N
739,2001.0,Unprovoked,usa,8,"Bull shark, 2.3 m [7.5'] ",Jul,M,N
740,2001.0,Provoked,usa,52,"White shark, 2.4 m to 3 m [8' to 10'] ",Jun,M,N
741,2001.0,Unprovoked,usa,29,2' shark,Jun,F,N
742,2001.0,Unprovoked,usa,45,1.2 m to 1.5 m [4' to 5'] shark,May,M,N
743,2001.0,Unprovoked,usa,12,Possibly a juvenile blacktip or spinner shark,Apr,M,N
744,2001.0,Unprovoked,usa,21,Possibly a juvenile blacktip or spinner shark,Apr,M,N
746,2001.0,Unprovoked,usa,22,Possibly a 1.5 m [5'] blacktip or spinner shark,Apr,M,N
747,2001.0,Unprovoked,usa,19,Possibly a juvenile blacktip or spinner shark,Apr,M,N
748,2001.0,Unprovoked,south africa,46,"White shark, 2.7 m [9'] ",Apr,M,N
749,2001.0,Unprovoked,usa,26,"""small shark""",Apr,M,N
750,2001.0,Unprovoked,australia,40,Bronze whaler shark,Apr,M,N
751,2001.0,Unprovoked,australia,40,"Bronze whaler shark, 2.5 m [8.25']  k",Feb,M,N
752,2000.0,Unprovoked,fiji,47,6 m [20'] shark,Dec,M,Y
753,2000.0,Unprovoked,australia,38,"Bronze whaler shark, 2.5 m [8.25'] ",Dec,M,N
754,2000.0,Unprovoked,usa,73,1.2 m to 1.8 m [4' to 6'] shark,Nov,M,N
755,2000.0,Unprovoked,australia,52,"White shark, 4.9 m [16'] ",Nov,M,N
756,2000.0,Unprovoked,australia,49,"White shark, 5 m [16.5'] ",Nov,M,Y
757,2000.0,Unprovoked,usa,27,"White shark, 2.4 m to 3 m [8' to 10'] ",Nov,M,N
758,2000.0,Unprovoked,usa,56,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,F,N
759,2000.0,Unprovoked,usa,17,2.1 to 2.4 m [7' to 8'] shark,Oct,M,N
760,2000.0,Unprovoked,usa,23,"Blacktip shark, 2' ",Oct,M,N
761,2000.0,Unprovoked,australia,17,White shark,Sep,M,Y
762,2000.0,Unprovoked,australia,25,"White shark, 4 m to 5 m [13' to 16.5'] ",Sep,M,Y
763,2000.0,Unprovoked,okinawa,31,"White shark, 2.5 m ",Sep,M,Y
764,2000.0,Unprovoked,usa,25,60 cm to 90 cm [2' to 3'] shark,Sep,M,N
765,2000.0,Unprovoked,south africa,48,"White shark, 3.5 m [11.5']  male ",Sep,M,N
766,2000.0,Unprovoked,usa,40,1.5 m [5'] shark,Sep,M,N
767,2000.0,Unprovoked,reunion,27,"Tiger shark, 3 m [10'] ",Sep,M,N
768,2000.0,Unprovoked,usa,47,A 2' shark was seen in the area by witnesses,Aug,M,N
769,2000.0,Unprovoked,usa,69,"Thought to involve a 2.7 m [9'], 400-lb bull shark",Aug,M,Y
770,2000.0,Unprovoked,usa,53,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",Aug,M,N
771,2000.0,Unprovoked,usa,27,juvenile shark,Aug,M,N
772,2000.0,Unprovoked,usa,44,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",Aug,F,N
773,2000.0,Unprovoked,usa,12,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",Jul,F,N
774,2000.0,Unprovoked,usa,55,"Nurse shark, 1.2 m [4'] ",Jul,F,N
775,2000.0,Unprovoked,usa,13,0.9 m [3'] shark,Jul,F,N
776,2000.0,Unprovoked,usa,19,"0.9 m [3'] shark,  probably a blacktip or spinner shark",Jul,F,N
777,2000.0,Unprovoked,usa,17,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",Jun,M,N
778,2000.0,Unprovoked,usa,55,Bull shark?,Jun,M,N
779,2000.0,Unprovoked,usa,44,Bull shark,Jun,M,N
780,2000.0,Unprovoked,australia,26,2.5 m shark,Mar,M,N
781,2000.0,Unprovoked,usa,14,1.8 m [6'] shark,Mar,F,N
782,2000.0,Unprovoked,usa,37,1.2 m [4'] shark,Mar,M,N
783,2000.0,Unprovoked,new caledonia,35,Tiger shark?,Mar,M,Y
784,2000.0,Unprovoked,usa,39,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ",Mar,M,N
785,1999.0,Invalid,brazil,39,Shark involvement not confirmed,Dec,M,N
786,1999.0,Unprovoked,usa,51,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Nov,F,N
787,1999.0,Unprovoked,brazil,39,1.3 to 1.6 m shark,Nov,M,N
788,1999.0,Unprovoked,usa,16,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,M,N
789,1999.0,Unprovoked,usa,37,White shark,Sep,M,N
790,1999.0,Unprovoked,usa,28,"""a small shark""",Aug,M,N
791,1999.0,Unprovoked,marshall islands,23,7' shark,Aug,M,N
792,1999.0,Unprovoked,usa,10,1.8 m [6'] shark,Aug,M,N
793,1999.0,Unprovoked,usa,62,4' to 5' shark,Aug,M,N
794,1999.0,Unprovoked,bahamas,35,2.7 m [9']  bull shark or Caribbean reef shark,Aug,M,N
795,1999.0,Unprovoked,south africa,42,"White shark, 3 m to 5 m [10' to 16.5'] ",Jul,M,N
796,1999.0,Unprovoked,usa,43,"Bull shark, 2.1 m [7']",Jul,M,N
797,1999.0,Unprovoked,usa,43,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Jul,M,N
798,1999.0,Unprovoked,south africa,14,White shark,Jul,M,Y
799,1999.0,Unprovoked,usa,30,"Blacktip shark, 1.8 m [6'] ",Jul,F,N
800,1999.0,Unprovoked,south africa,29,"White shark, 4 m [13'] ",Jul,M,N
801,1999.0,Unprovoked,usa,21,3' to 4' shark,Jun,M,N
802,1999.0,Unprovoked,usa,5,Blacktip or spinner shark,Jun,M,N
803,1999.0,Unprovoked,australia,22,Thought to involve a white shark,May,M,Y
804,1999.0,Unprovoked,brazil,21,"Tiger shark, 2.5 m [8.25']",May,M,N
805,1999.0,Unprovoked,mauritius,41,"Grey reef shark, 1.5 m ",Apr,F,N
806,1999.0,Unprovoked,reunion,52,3 bull sharks,Apr,M,Y
807,1999.0,Unprovoked,usa,29,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,Mar,F,N
808,1999.0,Unprovoked,australia,35,Bronze whaler or tiger shark,Feb,M,N
809,1999.0,Unprovoked,usa,25,Spinner shark,Feb,M,N
810,1999.0,Unprovoked,south africa,30,"White shark, 4.6 m [15'] ",,M,N
811,1998.0,Unprovoked,south africa,18,Possibly a white shark,Reported,M,N
812,1998.0,Unprovoked,usa,9,Tiger shark,Nov,M,Y
813,1998.0,Unprovoked,usa,14,1.2 m [4'] shark,Nov,M,N
814,1998.0,Unprovoked,usa,13,"A ""small shark""",Nov,M,N
815,1998.0,Unprovoked,brazil,22,Though to involve a white shark,Nov,M,Y
816,1998.0,Unprovoked,usa,26,3' to 4' shark,Aug,M,N
817,1998.0,Unprovoked,usa,16,"White shark, 5 m to 6 m [16.5' to 20'] ",Aug,M,N
818,1998.0,Unprovoked,bahamas,28,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",Aug,M,N
819,1998.0,Unprovoked,south africa,24,"White shark, 4.9 m [16']",Aug,M,N
820,1998.0,Unprovoked,south africa,16,5' to 6' shark,Jul,M,N
821,1998.0,Unprovoked,australia,26,Thought to involve a 5.5 m white shark named Kong,Jun,M,Y
822,1998.0,Unprovoked,south africa,20,White shark,Jun,M,Y
823,1998.0,Unprovoked,south africa,15,3 m to 4 m [10' to 13'] white shark,May,M,N
824,1998.0,Unprovoked,south africa,16,Unidentified,May,M,N
825,1998.0,Unprovoked,usa,40,"Lemon shark, 1.5 m [5'], identified  by the surfer",May,M,N
826,1998.0,Unprovoked,usa,14,"1.8 m [6'] shark, possibly a blacktip",May,F,N
827,1998.0,Unprovoked,south africa,22,4 m [13'] white shark,May,M,N
828,1998.0,Unprovoked,mozambique,35,3 m [10'] shark,Apr,F,Y
829,1998.0,Unprovoked,usa,50,5 m [16.5'] white shark,Apr,M,N
830,1998.0,Unprovoked,south africa,33,3 m [10'] white shark,Mar,M,N
831,1998.0,Unprovoked,usa,32,5' spinner shark,Mar,M,N
832,1998.0,Invalid,australia,31,Shark involvement not confirmed,Reported,M,
833,1998.0,Unprovoked,mozambique,23,Small dusky shark or blackfin shark,Jan,M,N
834,1997.0,Unprovoked,south africa,39,White shark,Dec,M,Y
835,1997.0,Unprovoked,australia,42,White shark,Nov,M,N
836,1997.0,Unprovoked,usa,19,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",Oct,M,N
837,1997.0,Unprovoked,usa,23,Possibly a blacktip shark,Oct,M,N
838,1997.0,Unprovoked,usa,12,1.2 m to 1.5 m [4' to 5'] shark,Oct,M,N
839,1997.0,Unprovoked,usa,29,5 m [16.5'] white shark,Aug,M,N
840,1997.0,Unprovoked,usa,17,juvenile shark,Aug,M,N
841,1997.0,Unprovoked,usa,19,"""juvenile shark""",Aug,M,N
842,1997.0,Unprovoked,south africa,25,4.5 m white shark,Jul,M,Y
843,1997.0,Unprovoked,usa,50,Blacktip shark,Jul,M,N
844,1997.0,Unprovoked,fiji,47,"Tiger shark, 2.7m  [9']",Jun,F,N
845,1997.0,Unprovoked,usa,18,Possibly a spinner shark,Jun,M,N
846,1997.0,Unprovoked,usa,33,1.2 m [4'] shark (spinner shark?),Jun,M,N
847,1997.0,Unprovoked,usa,35,4' shark,May,M,N
848,1997.0,Unprovoked,usa,34,Possibly a sand shark,May,M,N
849,1997.0,Unprovoked,usa,12,Possibly a sand shark,May,M,N
850,1997.0,Unprovoked,australia, 30,"Tiger shark, 2m to 3m ",Feb,M,N
851,1997.0,Unprovoked,australia,27,1.8 m to 2.1 m [6' to 7'] shark,Jan,M,N
852,1997.0,Unprovoked,australia,41,"Tiger shark, 4.5 m [14'9""]",Jan,M,Y
853,1996.0,Unprovoked,usa,45,3 m to 5 m [10' to 16.5'] white shark,Nov,M,N
854,1996.0,Unprovoked,usa,22,5.5 m to 6 m [18' to 20'] white shark,Oct,M,N
855,1996.0,Unprovoked,usa,21,1.2 m [4'] shark,Oct,M,N
856,1996.0,Unprovoked,usa,31,5 m [16.5'] white shark,Oct,M,N
857,1996.0,Unprovoked,new zealand,23,White shark,Sep,M,N
858,1996.0,Unprovoked,usa,19,"""a young shark""",Sep,M,N
859,1996.0,Invalid,usa,28,Shark involvement not confirmed,Sep,F,
860,1996.0,Provoked,south africa,29,White shark,Sep,M,N
861,1996.0,Unprovoked,usa,19,"Tiger shark, 2.4 m [8'] ",Aug,M,N
862,1996.0,Unprovoked,usa,36,6 m [20'] white shark,Aug,M,N
863,1996.0,Unprovoked,usa,21,1.8 m to 2.1 m [6' to 7'] hammerhead shark,Aug,M,N
864,1996.0,Unprovoked,usa,63,5' to 6' shark,Jul,F,N
865,1996.0,Unprovoked,south africa,17,2.5 m [8.25'] white shark ,May,M,N
866,1996.0,Unprovoked,usa,22,1.2 m [4'] shark,May,M,N
867,1996.0,Unprovoked,usa,27,60 cm to 90 cm [2' to 3'] blacktip or spinner shark,May,M,N
868,1996.0,Unprovoked,australia,47,Tiger shark,Mar,F,N
869,1996.0,Unprovoked,australia,24,Bronze whaler shark,Feb,M,N
870,1996.0,Unprovoked,australia,7,"""reef shark""",Feb,M,N
871,1996.0,Unprovoked,usa,53,Possibly a tiger shark,Jan,M,N
872,1996.0,Unprovoked,reunion,25,"Tiger shark, 300-kg [662-lb] ",Jan,M,Y
873,1995.0,Unprovoked,australia,15,4 m shark,Oct,F,N
874,1995.0,Unprovoked,usa,39,1.2 m to 1.5 m [4' to 5']   shark,Oct,M,N
875,1995.0,Unprovoked,usa,14,1.5 to 1.8 m [5' to 6'] shark,Sep,M,N
876,1995.0,Unprovoked,usa,25,4 m [13'] white shark,Sep,M,N
877,1995.0,Unprovoked,australia,29,White shark,Sep,M,Y
878,1995.0,Unprovoked,usa,32,3 m to 4 m [10' to 13'] white shark,Sep,M,N
879,1995.0,Unprovoked,usa,16,5' shark,Aug,M,N
880,1995.0,Unprovoked,usa,18,"""a small shark""",Aug,M,N
881,1995.0,Unprovoked,usa,16,1.2 m to 1.5 m [4' to 5'] shark,Aug,M,N
882,1995.0,Unprovoked,usa,23,"""sand"" shark",Aug,M,N
883,1995.0,Unprovoked,usa,19,"""small shark""",Aug,M,N
884,1995.0,Unprovoked,tonga,18,"""small shark""",Aug,M,N
885,1995.0,Unprovoked,usa,20,1.8 m [6'] shark,Aug,M,N
886,1995.0,Unprovoked,usa,12,1.2 m to 1.5 m [4' to 5'] shark,Aug,M,N
887,1995.0,Unprovoked,usa,31,6 m [20'] white shark,Jun,M,N
888,1995.0,Unprovoked,usa,45,1.8 m [6'] shark,Jun,M,N
889,1995.0,Unprovoked,usa,10,6' shark,Jun,F,N
890,1995.0,Unprovoked,usa,38,"Tiger shark, 3.7 m [12'] ",Jun,M,N
891,1995.0,Unprovoked,hong kong,29,1.8 m to 2.1 m [6' to 7'] shark,Jun,M,Y
892,1995.0,Unprovoked,japan,47,6 m [20'] white shark,Apr,M,Y
893,1995.0,Unprovoked,australia,35,"Bronze whaler shark, 2 m ",Mar,M,N
894,1995.0,Unprovoked,south africa,22,Raggedtooth shark,Feb,M,N
895,1995.0,Unprovoked,south africa,14,"Tiger shark, 1.8 m [6'] ",Jan,M,Y
896,1994.0,Unprovoked,south africa,26,5.5 m [18'] white shark,Dec,M,N
897,1994.0,Unprovoked,usa,42,5 m to 5.5 m [16.5' to 18'] white shark,Dec,M,Y
898,1994.0,Unprovoked,usa,34,2.7 m [9'] shark,Nov,F,N
899,1994.0,Provoked,usa,9,Thought to involve a small sand shark,Oct,F,N
900,1994.0,Unprovoked,usa,43,5 m [16.5'] white shark,Sep,M,N
901,1994.0,Unprovoked,usa,12,Small shark,Sep,F,N
902,1994.0,Unprovoked,reunion,24,3 to 3.5 m [10' to 11.5'] bull shark,Jul,M,Y
903,1994.0,Unprovoked,south africa,22,4 m [13'] white shark,Jul,M,Y
904,1994.0,Unprovoked,south africa,31,4 m [13'] white shark,Jul,M,N
905,1994.0,Unprovoked,usa,15,"""small shark""",Jul,M,N
906,1994.0,Unprovoked,bahamas,30,1.8 m [6'] shark,Jun,M,N
907,1994.0,Unprovoked,usa, 28,1.2 m [4'] spinner shark,May,M,N
908,1994.0,Unprovoked,usa,22,>1.8 m [6'] shark,May,M,N
909,1994.0,Unprovoked,usa,23,1.2 m [4'] shark,Feb,M,N
910,1994.0,Unprovoked,south africa,15,3 m [10'] white shark,Feb,M,N
911,1994.0,Unprovoked,south africa,33,"1.3 m [4'3""] shark",Jan,M,N
912,1993.0,Unprovoked,australia,27,Tiger shark caught 6 days later with divers remains in its gut,Nov,M,Y
913,1993.0,Unprovoked,usa,26,4 m to 5 m [13' to 16.5'] white shark,Oct,M,N
914,1993.0,Unprovoked,usa,26,3 m [10'] bull shark,Oct,F,N
915,1993.0,Boating,usa,34,>6 m [20'] white shark,Oct,F,N
916,1993.0,Unprovoked,south africa,36,3 m [10'] white shark,Sep,M,N
917,1993.0,Unprovoked,spain,69,1.2 m [4'] shark,Sep,M,N
918,1993.0,Unprovoked,bahamas,51,1.8 m [6'] blacktip shark or Caribbean reef shark,Aug,M,N
919,1993.0,Unprovoked,usa,19,Bull shark,Aug,F,N
920,1993.0,Unprovoked,usa,39,5.5 m to 6 m [18' to 20']  white shark,Aug,M,N
921,1993.0,Unprovoked,south africa,28,4 m [13'] white shark,Jul,M,N
922,1993.0,Unprovoked,usa,12,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",Jul,F,N
923,1993.0,Unprovoked,usa,22,Thought to involve a tiger shark,Jun,M,N
924,1993.0,Unprovoked,australia,31,Remains recovered from 5.5 m [18'] white shark,Jun,M,Y
925,1993.0,Unprovoked,australia,34,5 m [16.5'] white shark,Jun,F,Y
926,1993.0,Unprovoked,usa,60's,6' shark,Jun,F,N
927,1993.0,Unprovoked,usa,35,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)",Mar,M,N
928,1993.0,Unprovoked,usa,55,White shark,Mar,M,N
929,1993.0,Provoked,australia,69,"Bronze whaler shark, 1.5 m ",Feb,M,N
930,1993.0,Unprovoked,australia,21,1.5 m shark,Jan,M,N
931,1993.0,Unprovoked,usa,29,6 m [20'] white shark,Jan,M,N
932,1992.0,Unprovoked,usa,10,"Tiger shark, 2.4 m [8']",Dec,M,N
933,1992.0,Unprovoked,usa,30,"Tiger shark, 3 m to 4.9 m [10' to 16'] ",Dec,M,N
934,1992.0,Unprovoked,usa,31,"Mako shark, 1.8 m [6']  ",Nov,M,N
935,1992.0,Unprovoked,usa,19,6' to 7' blacktip shark,Nov,M,N
936,1992.0,Boating,usa,46,5 m to 6 m white shark,Nov,M,N
937,1992.0,Unprovoked,usa,40,Unidentified shark,Nov,M,N
938,1992.0,Unprovoked,usa,18,"Tiger shark, 3 m to 3.7 m [10' to 12'] ",Nov,M,Y
939,1992.0,Unprovoked,usa,40,2.5 m [8.25'] white shark,Oct,M,N
940,1992.0,Unprovoked,usa,28,"Tiger shark, 4.3 m [14'] ",Oct,M,N
941,1992.0,Unprovoked,australia,28,4.2 m white shark,Oct,M,Y
942,1992.0,Unprovoked,usa,20,4 m to 5 m [13' to 16.5']  white shark ,Sep,M,N
943,1992.0,Unprovoked,australia,17,4 m white shark,Aug,M,N
944,1992.0,Unprovoked,usa,22,5.5 m to 6 m [18' to 20'] white shark,Aug,M,N
945,1992.0,Unprovoked,usa,42,"""a small shark""",Jul,F,N
946,1992.0,Unprovoked,reunion,16,Bull shark or lemon shark,Jun,M,Y
947,1992.0,Unprovoked,south africa,35,>2 m shark,Apr,M,N
948,1992.0,Unprovoked,usa,36,Tiger shark,Mar,F,N
949,1992.0,Unprovoked,japan,41,"5 m [16.5'] white shark, identification by K. Nakaya",Mar,M,Y
950,1992.0,Unprovoked,usa,21,Said to involve a 6 m to 7 m [20' to 23'] white shark,Mar,M,N
951,1992.0,Invalid,australia,19,Questionable incident,Feb,M,
952,1992.0,Unprovoked,australia,19,"Bronze whaler shark, 2.3 m [7.5'] ",Jan,M,N
953,1992.0,Unprovoked,south africa,19,"Zambesi shark, 1.7 m [5.5'] ",Jan,M,N
954,1992.0,Unprovoked,south africa,36,Possibly a 1.5 m [5'] blacktip shark,Jan,M,N
955,1991.0,Unprovoked,usa,25,6 m [20'] white shark,Dec,M,N
956,1991.0,Unprovoked,usa,41,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",Nov,F,Y
957,1991.0,Unprovoked,usa,21,1.8 m [6'] shark,Oct,M,N
958,1991.0,Unprovoked,usa,32,5 m to 6 m [16.5' to 20'] white shark,Oct,M,N
959,1991.0,Unprovoked,australia,19,4 m [13'] white shark,Sep,M,Y
960,1991.0,Provoked,australia,36,"3 m [10'], 270- kg [595-lb] shark",Aug,M,N
961,1991.0,Unprovoked,usa,23,sand shark,Aug,M,N
962,1991.0,Unprovoked,usa,10,3' shark,Aug,F,N
963,1991.0,Boating,italy,40,4 m [13'] white shark,Jul,F,N
964,1991.0,Unprovoked,reunion,30,"Tiger shark, 3 to 4 m [10' to 13'] ",Jul,M,N
965,1991.0,Unprovoked,usa,32,5 m [16.5'] white shark,Jul,M,N
966,1991.0,Unprovoked,usa,31,2.7 m [9'] bull or lemon shark,Jun,M,N
967,1991.0,Unprovoked,hong kong,65,"Tiger shark, >3 m [10']",Jun,F,Y
968,1991.0,Unprovoked,usa,23,2.4 m [8'] shark,May,M,N
969,1991.0,Unprovoked,usa,22,1.2 m to 1.5 m [4' to 5'] shark,Apr,M,N
970,1991.0,Unprovoked,usa,38,5.5 m [18'] white shark,Feb,M,N
971,1991.0,Unprovoked,south africa,20,5.5 m [18'] white shark,Feb,M,N
972,1990.0,Unprovoked,usa,24,5' shark,Nov,M,N
973,1990.0,Unprovoked,usa,50,1.8 m [6'] shark ,Oct,M,N
974,1990.0,Unprovoked,usa,25,4' spinner shark,Oct,M,N
975,1990.0,Unprovoked,usa,43,"Tiger shark, 3.7 m [12'] ",Oct,M,N
976,1990.0,Unprovoked,usa,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,M,N
977,1990.0,Unprovoked,south africa,26,5 m  [16.5'] white shark,Sep,M,N
978,1990.0,Unprovoked,usa,49,White shark,Sep,M,N
979,1990.0,Boating,usa,44,2.5 m to 3 m [8.25' to 10']  white shark,Sep,M,N
980,1990.0,Unprovoked,usa,22,5 m to 6 m [16.5' to 20'] white shark,Aug,M,N
981,1990.0,Unprovoked,south africa,21,"4.5 m [14'9""] white shark",Jun,F,Y
982,1990.0,Unprovoked,south africa,22,"5.5 m [18'] white shark, identified by witnesses & tooth marks",May,M,N
983,1990.0,Unprovoked,south africa,23,"2.3 m [7.5'] white shark, identified by M. Smale",Apr,M,N
984,1990.0,Unprovoked,australia,31,"Tiger shark, 3 m ",Apr,M,N
985,1989.0,Unprovoked,south africa,29,White shark,Nov,M,Y
986,1989.0,Unprovoked,australia,17,2.7 m [9'] white shark,Oct,M,N
987,1989.0,Unprovoked,usa,12,4' shark,Oct,M,N
988,1989.0,Invalid,usa,49,Shark involvement suspected but not confirmed,Oct,M,
989,1989.0,Unprovoked,south africa,29,"White shark, identified by tooth pattern",Sep,M,N
990,1989.0,Provoked,usa,51,150-lb shark,Sep,M,N
991,1989.0,Unprovoked,usa,38,4 m to 5 m [13' to 16.5']  white shark,Sep,M,N
992,1989.0,Provoked,australia,30,Grey nurse shark,Aug,M,N
993,1989.0,Unprovoked,south africa,21,>3.4 m [11'] white shark,Aug,M,N
994,1989.0,Unprovoked,australia,17,"Bronze whaler shark, 3 m [10'] ",Aug,M,N
995,1989.0,Unprovoked,south africa,34,2.5 m [8.25'] white shark,Jul,M,N
996,1989.0,Unprovoked,south africa,16,3 m [10'] white shark,Jun,M,N
997,1989.0,Unprovoked,south africa,28,2.5 m [8.25'] white shark,Jun,M,N
998,1989.0,Unprovoked,australia,27,2 m [6.75'] white shark,Mar,M,Y
999,1989.0,Unprovoked,italy,47,6 m [20'] white shark,Feb,M,Y
1000,1989.0,Invalid,usa,24,Invalid,Jan,M,
1001,1989.0,Unprovoked,usa,24,5 m [16.5'] white shark,Jan,F,Y
1002,1989.0,Unprovoked,australia,17,"Tiger shark, 4 m [13'] ",Jan,M,N
1003,1988.0,Unprovoked,usa,21,5.5 m to 6 m [18' to 20']  white shark,Oct,M,N
1004,1988.0,Unprovoked,usa,30,1.2 m to 1.5 m [4' to 5'] shark,Oct,M,N
1005,1988.0,Unprovoked,usa,23,1.2 m to 1.5 m [4' to 5'] shark,Oct,M,N
1006,1988.0,Unprovoked,usa,21,5' shark,Sep,M,N
1007,1988.0,Unprovoked,usa,38,3 m [10'] bull shark,Sep,M,Y
1008,1988.0,Unprovoked,usa,27,2.4 m to 3 m [8' to 10'] white shark,Aug,M,N
1009,1988.0,Unprovoked,south africa,36,White shark,Jun,M,N
1010,1988.0,Unprovoked,usa,37,Sand shark?,Jun,M,N
1011,1988.0,Unprovoked,usa,25,1.8 m to 2.4 m [6' to 8'] shark,Jun,M,N
1012,1988.0,Unprovoked,south africa,17,1.5 m to 2 m [5' to 6.75'] shark,Mar,M,N
1013,1988.0,Unprovoked,south africa,20,"1 m ""grey-colored"" shark",Feb,M,N
1014,1988.0,Unprovoked,south africa,15,Zambezi shark (tooth fragments recovered),Feb,F,N
1015,1988.0,Invalid,south africa,22,Shark involvement not confirmed,Jan,M,
1016,1988.0,Provoked,south africa,33,1.5 m copper shark,Jan,M,N
1017,1987.0,Unprovoked,usa,16,1.8 m [6'] blacktip shark,Dec,M,N
1018,1987.0,Unprovoked,usa,20,2 m [6.75'] shark,Oct,M,N
1019,1987.0,Invalid,south africa,14,Questionable incident,Oct,M,
1020,1987.0,Unprovoked,south africa,21,White shark,Oct,M,N
1021,1987.0,Unprovoked,south africa,24,3.5 m [11.5']  white shark,Sep,M,N
1022,1987.0,Unprovoked,usa,12,1.2 m to 1.5 m [4' to 5'] shark,Aug,M,N
1023,1987.0,Unprovoked,usa,40,5.7 m white shark,Aug,M,N
1024,1987.0,Unprovoked,usa,27,3' to 4' shark,Jul,M,N
1025,1987.0,Unprovoked,usa,32,4' shark,Jul,F,N
1026,1987.0,Unprovoked,usa,16,4' shark,Jul,F,N
1027,1987.0,Unprovoked,vanuatu,8,4.3 m shark,Apr,M,Y
1028,1987.0,Unprovoked,south africa,30,>2.5 m [8.25'] white shark,Jan,M,N
1029,1986.0,Unprovoked,south africa,21,3 m [10'] white shark,Dec,M,Y
1030,1986.0,Unprovoked,usa,40,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,Dec,M,N
1031,1986.0,Unprovoked,usa,27,5 m to 6 m [16.5' to 20'] white shark,Dec,M,N
1032,1986.0,Unprovoked,usa,6,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",Oct,F,N
1033,1986.0,Unprovoked,south africa,32,1.6 m shark,Oct,M,N
1034,1986.0,Invalid,south africa,35,Invalid,Aug,M,
1035,1986.0,Unprovoked,south africa,26,1.2 m [4'] dusky shark,Jul,M,N
1036,1986.0,Unprovoked,south africa,26,>1 m shark,Mar,M,N
1037,1986.0,Unprovoked,south africa,21,>2.4 m [8'] white shark,Feb,M,N
1038,1986.0,Unprovoked,south africa,46,Raggedtooth shark,Feb,M,N
1039,1986.0,Unprovoked,south africa,29,"Raggedtooth shark, 2 m [6.75'] ",Feb,M,N
1040,1986.0,Unprovoked,australia,29,"Bronze whaler shark, 3.5 m ",Feb,M,N
1041,1986.0,Unprovoked,usa,22,Blacktip shark,Jan,M,N
1042,1986.0,Unprovoked,usa,16,1.5 m [5'] shark,,M,N
1043,1985.0,Unprovoked,south africa,22,2.5 m [8.25'] white shark,Oct,M,N
1044,1985.0,Unprovoked,usa,46,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,Oct,M,N
1045,1985.0,Invalid,usa,17,Invalid,Sep,M,
1046,1985.0,Invalid,usa,11,Shark involvement not confirmed,Aug,M,
1047,1985.0,Invalid,usa,67,Shark involvement prior to death not confirmed,Aug,M,
1048,1985.0,Unprovoked,usa,13,Possibly a small hammerhead shark,Jul,F,N
1049,1985.0,Unprovoked,italy,13,"3 m to 3.6 m  [10' to 11'9""] white shark",Mid,M,N
1050,1985.0,Unprovoked,australia,33,6 m [20'] white shark,Mar,F,Y
